numero_de_proyecto,clave_de_programa,Fondo,id_entidad,entidad,id_municipio,municipio,proyecto,monto,Pagado
1206,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,10,JALPA DE MÉNDEZ,"PAVIMENTACIÓN DE CAMINOS A BASE DE MEZCLA ASFÁLTICA EN EL MUNICIPIO DE JALPA DE MÉNDEZ ,   TABASCO",20000000,0
1207,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,12,MACUSPANA,"PAVIMENTACIÓN DE CAMINOS CON MEZCLA ASFALTICO EN CALIENTE EN EL MUNICIPIO DE MACUSPANA ,   TABASCO.",9000000,0
1208,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,85,TANGANCÍCUARO,"PAVIMENTACIÓN DE CARPETA ASFÁLTICA DE LA CALLE PRINCIPAL DE LA LOCALIDAD EL NUEVO SAUZ DE GUZMÁN  ,   EN EL MUNICIPIO DE TANGANCÍCUARO ,   MICHOACÁN",998987,0
1209,U128,PROYECTOS DE DESARROLLO REGIONAL,11,GUANAJUATO,20,LEÓN,"PAVIMENTACIÓN DE CARRILES LATERALES DEL BOULEVARD JUAN ALONSO DE TORRES ,   ACCESO A CALLES DE LA COLONIA PRESIDENTES DE MÉXICO DEL BOULEVARD HILARIO MEDINA A BOULEVARD VASCO DE QUIROGA EN LEÓN ,   GUANAJUATO",5098750,0
1210,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,26,CONCEPCIÓN DE BUENOS AIRES,"PAVIMENTACIÓN DE CONCEPTCIÓN DE BUENOS ,   EN EL MUNICIPIO DE CONCEPCIÓN DE BUENOS AIRES ,   EN EL ESTADO DE JALISCO",3000000,0
1211,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,103,VENUSTIANO CARRANZA,"PAVIMENTACIÓN DE CONCRETO EN LA CALLE SAN JUAN EN LA LOCALIDAD DE LA SÁBILA EN VENUSTIANO CARRANZA ,   MICHOACÁN",1198756,0
1212,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,44,JIMÉNEZ,"PAVIMENTACIÓN DE CONCRETO ASFÁLTICO EN CALLE PRINCIPAL DE LA ESTACIÓN ,   EN EL MUNICIPIO DE JIMÉNEZ ,   EN EL ESTADO DE MICHOACÁN",3000000,0
1213,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,62,PAJACUARÁN,"PAVIMENTACIÓN DE CONCRETO DE LA CALLE ALLENDE ,   EN EL MUNICIPIO DE PAJACUARÁN ,   EN EL ESTADO DE MICHOACÁN",4111469,0
1214,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,94,TLAZAZALCA,"PAVIMENTACION DE CONCRETO HIDRÁULICO CALLE ALDAMA ,   EN EL MUNICIPIO DE TLAZAZALCA ,   EN EL ESTADO DE MICHOACÁN",800000,0
1215,U128,PROYECTOS DE DESARROLLO REGIONAL,17,MORELOS,9,HUITZILAC,"PAVIMENTACION DE CONCRETO HIDRAULICO CALLE ALLENDE ,   HUITZILAC ,   MORELOS.",1377687,0
1216,U128,PROYECTOS DE DESARROLLO REGIONAL,17,MORELOS,9,HUITZILAC,"PAVIMENTACION DE CONCRETO HIDRAULICO CALLE ITURBIDE COL. TRES MARIAS ,   HUITZILAC ,   MORELOS.",2195952,0
1217,U128,PROYECTOS DE DESARROLLO REGIONAL,13,HIDALGO,71,TLAHUILTEPA,"PAVIMENTACIÓN DE CONCRETO HIDRÁULICO CALLE PRINCIPAL  "" ACAPA ""   ,    EN EL MUNICIPIO DE TLAHUILTEPA ,   EN EL ESTADO DE HIDALGO",3600000,0
1218,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,4,CENTRO,"PAVIMENTACION DE CONCRETO HIDRÁULICO DE CALLE PRINCIPAL Y CONSTRUCCIÓN DE GUARNICIONES Y BANQUETAS ,   RA. MIRAMAR T.S.  ,   EN EL MUNICIPIO DE CENTRO ,   EN EL ESTADO DE TABASCO",3607846,0
1219,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,17,CONTEPEC,"PAVIMENTACION DE CONCRETO HIDRÁULICO DE LA AVENIDA JUÁREZ ,   EN EL MUNICIPIO DE CONTEPEC ,   EN EL ESTADO DE MICHOACÁN",2995645,0
1220,U128,PROYECTOS DE DESARROLLO REGIONAL,21,PUEBLA,64,FRANCISCO Z. MENA,"PAVIMENTACIÓN DE CONCRETO HIDRÁULICO DE LA CALLE 5 DE MAYO DE LA LOCALIDAD PALMA REAL DE ADENTRO EN EL MUNICIPIO DE FRANCISCO Z. MENA ,   PUEBLA",3000000,0
1221,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,73,QUIROGA,"PAVIMENTACION DE CONCRETO HIDRÁULICO EN CALLE CERRO DE LAS ROSAS EN CABECERA MUNICIPAL ,   EN EL MUNICIPIO DE QUIROGA ,   EN EL ESTADO DE MICHOACÁN",1200000,0
1222,U128,PROYECTOS DE DESARROLLO REGIONAL,32,ZACATECAS,22,JUAN ALDAMA,"PAVIMENTACIÓN DE CONCRETO HIDRÁULICO EN CALLE IDELFONSO VALENCIANA Y BLVD. LUIS CARO EN JUAN ALDAMA ,   ZACATECAS",5841180,0
1223,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,352,SAN SIMÓN ZAHUATLÁN,"PAVIMENTACIÓN DE CONCRETO HIDRÁULICO EN EL MUNICIPIO DE SAN SIMÓN ZAHUATLÁN ,   OAXACA",2000000,0
1224,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,4,CENTRO,"PAVIMENTACIÓN DE CONCRETO HIDRÁULICO GUARNICIONES Y BANQUETA EN RA. ANACLETO CANABAL 1A SECCIÓN EN MUNICIPIO CENTRO ,   TABASCO",2136943,0
1225,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,60,NUMARÁN,"PAVIMENTACIÓN DE CONCRETO HIDRÁULICO Y SERVICIOS EN CALLE PRINCIPAL ,   EN LA LOCALIDAD DE LA UNIÓN (UNIÓN DE GUADALUPE) ,   MUNICIPIO DE NUMARÁN ,   MICHOACÁN",2456321,0
1226,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,111,ZIRACUARETIRO,"PAVIMENTACIÓN DE CONCRETO HIDRÁULICO ,   DRENAJE ,   COLECTOR PLUVIAL Y LUMINARIAS DE LA AVENIDA LÁZARO CÁRDEAS (1.6KM) EN ZIRACUARETIRO ,   MICHOACÁN",2985655,0
1227,U128,PROYECTOS DE DESARROLLO REGIONAL,2,BAJA CALIFORNIA,3,TECATE,PAVIMENTACIÓN DE DIVERSAS CALLES EN LA CIUDAD DE TECATE EN EL ESTADO DE BAJA CALIFORNIA,10037971,0
1228,U128,PROYECTOS DE DESARROLLO REGIONAL,11,GUANAJUATO,20,LEÓN,"PAVIMENTACIÓN DE DIVERSOS TRAMOS DE CARRILES LATERALES DEL BOULEVARD JUAN ALONSO DE TORRES ,   ACCESO A CALLES DE LA COLONIA PRESIDENTES DE MÉXICO EN LEÓN ,   GUANAJUATO",5098750,0
1229,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,93,TEPATITLÁN DE MORELOS,"PAVIMENTACIÓN DE LA AVENIDA CARNICERITO ,   EN EL MUNICIPIO DE TEPATITLÁN DE MORELOS ,   JALISCO.",9700000,0
1230,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,52,LÁZARO CÁRDENAS,"PAVIMENTACION DE LA AVENIDA LÁZARO CÁRDENAS ,   EN LA LOCALIDAD DE BUENOS AIRES ,   EN EL MUNICIPIO DE LÁZARO CÁRDENAS ,   MICHOACÁN",2120800,0
1231,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,63,OCOTLÁN,"PAVIMENTACIÓN DE LA AVENIDA UNIVERSIDAD (TERCERA ETAPA) ,   EN EL MUNICIPIO DE OCOTLÁN ,   JALISCO.",10000000,0
1232,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,52,LÁZARO CÁRDENAS,"PAVIMENTACIÓN DE LA CALLE CHICOS ,   DE LA LOCALIDAD DE LAS GUACAMAYAS ,   EN EL MUNICIPIO DE LÁZARO CÁRDENAS ,   MICHOACÁN",1166590,0
1233,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,8,AQUILA,"PAVIMENTACION DE LA CALLE COFRADÍA DE OSTULA ,   EN EL MUNICIPIO DE AQUILA ,   EN EL ESTADO DE MICHOACÁN",1986465,0
1234,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,82,TACÁMBARO,"PAVIMENTACIÓN DE LA CALLE DETRÁS DE LA CENTRAL EN EL MUNICIPIO DE TACÁMBARO ,   EN EL ESTADO DE MICHOACÁN",1245874,0
1235,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,209,TATAHUICAPAN DE JUÁREZ,"PAVIMENTACIÓN DE LA CALLE EMILIANO ZAPATA ENTE JUSTO SIERRA Y FRANCISCO I. MADERO ,   BARRIO SEGUNDO ,   EN EL MUNICIPIO DE TATAHUICAPAN DE JUÁREZ ,   EN EL ESTADO DE VERACRUZ",1900000,0
1236,U128,PROYECTOS DE DESARROLLO REGIONAL,17,MORELOS,29,YAUTEPEC,"PAVIMENTACION DE LA CALLE EMILIANO ZAPATA ,   (DRENAJE ,   GUARNICIONES ,   PAVIMENTACION Y ALUMBRADO PUBLICO). ,   EN EL MUNICIPIO DE YAUTEPEC ,   EN EL ESTADO DE MORELOS",1500000,0
1237,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,76,SAN MARTÍN DE BOLAÑOS,"PAVIMENTACIÓN DE LA CALLE EN EL MUNICIPIO DE SAN MARTÍN DE BOLAÑOS ,   JALISCO",1000000,0
1238,U128,PROYECTOS DE DESARROLLO REGIONAL,17,MORELOS,32,ZACUALPAN DE AMILPAS,"PAVIMENTACIÓN DE LA CALLE FRANCISCO I MADERO DE LA COMUNIDAD DE TLACOTEPEC ,   EN EL MUNICIPIO DE ZACUALPAN DE AMILPAS ,   EN EL ESTADO DE MORELOS",1000000,0
1239,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,6,APATZINGÁN,"PAVIMENTACION DE LA CALLE FRANCISCO VÁZQUEZ ,   EN EL MUNICIPIO DE APATZINGÁN ,   EN EL ESTADO DE MICHOACÁN",4987523,0
1240,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,52,LÁZARO CÁRDENAS,"PAVIMENTACION DE LA CALLE FRESA  ,   EN EL MUNICIPIO DE LÁZARO CÁRDENAS ,   EN EL ESTADO DE MICHOACÁN",1161456,0
1241,U128,PROYECTOS DE DESARROLLO REGIONAL,11,GUANAJUATO,39,TARIMORO,"PAVIMENTACIÓN DE LA CALLE GENERAL AMARO ,   MUNICIPIO DE TARIMORO ,   GUANAJUATO",1229205,0
1242,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,82,TACÁMBARO,"PAVIMENTACIÓN DE LA CALLE INSURGENTES DEL MUNICIPIO DE TACÁMBARO ,   EN EL ESTADO DE MICHOACÁN",998654,0
1243,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,76,SAHUAYO,"PAVIMENTACIÓN DE LA CALLE JOSÉ SÁNCHEZ VILLASEÑOR ENTRE AEROPUERTO Y MARCOS CASTELLANOS ,   COLONIA MARCOS CASTELLANOS ,   EN EL MUNICIPIO DE SAHUAYO ,   EN EL ESTADO DE MICHOACÁN",941898,0
1244,U128,PROYECTOS DE DESARROLLO REGIONAL,11,GUANAJUATO,38,TARANDACUAO,"PAVIMENTACIÓN DE LA CALLE LAS MARGARITAS . COL. LAS FLORES ,   TARANDACUAO EN EL ESTADO DE GUANAJUATO",1300000,0
1245,U128,PROYECTOS DE DESARROLLO REGIONAL,11,GUANAJUATO,41,URIANGATO,"PAVIMENTACIÓN DE LA CALLE LERDO DE TEJADA ,   MUNICIPIO DE URIANGATO ,   GUANAJUATO",2000000,0
1246,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,52,LÁZARO CÁRDENAS,"PAVIMENTACION DE LA CALLE LIBRAMIENTO ,   EN LA LOCALIDAD DE LAS GUACAMAYAS ,   EL MUNICIPIO DE LÁZARO CÁRDENAS ,   MICHOACÁN",1279520,0
1247,U128,PROYECTOS DE DESARROLLO REGIONAL,11,GUANAJUATO,40,TIERRA BLANCA,PAVIMENTACIÓN DE LA CALLE MALECÓN 1A. ETAPA EN LA CABECERA MUNICPAL EN TIERRA BLANCA EN EL ESTADO DE GUANAJUATO,1300000,0
1248,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,52,LÁZARO CÁRDENAS,"PAVIMENTACIÓN DE LA CALLE MANGOS  ,   EN LA LOCALIDAD DE LAS GUACAMAYAS ,   EN EL MUNICIPIO DE LÁZARO CÁRDENAS ,   MICHOACÁN",1337660,0
1249,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,52,LÁZARO CÁRDENAS,"PAVIMENTACIÓN DE LA CALLE MÁRMOL ,   DE LA LOCALIDAD LA MIRA ,   EN EL MUNICIPIO DE LÁZARO CÁRDENAS ,   MICHOACÁN",810725,0
1250,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,103,VENUSTIANO CARRANZA,"PAVIMENTACIÓN DE LA CALLE MICHOACANA EN LA LOCALIDAD DE LA PALMA (LA PALMA DE JESÚS) EN VENUSTIANO CARRANZA ,   MICHOACÁN",989654,0
1251,U128,PROYECTOS DE DESARROLLO REGIONAL,11,GUANAJUATO,28,SALVATIERRA,"PAVIMENTACIÓN DE LA CALLE MIGUEL HIDALGO DE SAN ANTONIO EMENGUARO ,   MUNICIPIO DE SALVATIERRA ,   GUANAJUATO",2193795,0
1252,U128,PROYECTOS DE DESARROLLO REGIONAL,11,GUANAJUATO,41,URIANGATO,"PAVIMENTACIÓN DE LA CALLE MIGUEL HIDALGO ,   MUNICIPIO DE URIANGATO ,   GUANAJUATO",2000000,0
1253,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,93,TEPATITLÁN DE MORELOS,"PAVIMENTACIÓN DE LA CALLE MORELOS ,   ENTRE VALLARTA Y GONZÁLEZ HERMOSILLO EN EL MUNICIPIO DE TEPATITLÁN DE MORELOS ,   JALISCO",10000000,0
1254,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,68,PERIBÁN,"PAVIMENTACIÓN DE LA CALLE OTILIO MONTAÑO EN EL MUNICIPIO DE PERIBÁN ,   MICHOACÁN",2400000,0
1255,U128,PROYECTOS DE DESARROLLO REGIONAL,11,GUANAJUATO,24,PUEBLO NUEVO,"PAVIMENTACIÓN DE LA CALLE PALO SECO A LA RESOLANA ,   CABECERA MUNICIPAL PUEBLO NUEVO EN EL ESTADO DE GUANAJUATO",1300000,0
1256,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,52,LÁZARO CÁRDENAS,"PAVIMENTACIÓN DE LA CALLE PLÁTANOS ,   DE LA LOCALIDAD DE LAS GUACAMAYAS ,   EN EL MUNICIPIO DE LÁZARO CÁRDENAS ,   MICHOACÁN",938700,0
1257,U128,PROYECTOS DE DESARROLLO REGIONAL,11,GUANAJUATO,1,ABASOLO,"PAVIMENTACIÓN DE LA CALLE PRINCIPAL DE ACCESO A LAS ESCUELAS 2A ETAPA EN LA COMUNIDAD DE SAN FRANCISCO DE LA SOLEDAD. ,   EN EL MUNICIPIO DE ABASOLO ,   EN EL ESTADO DE GUANAJUATO",1150000,0
1258,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,97,TURICATO,"PAVIMENTACIÓN DE LA CALLE PRINCIPAL DE LA LOCALIDAD DE EL CAHULOTE DE SANTA ANA ,   DEL MUNICIPIO DE TURICATO ,   EN EL ESTADO DE MICHOACÁN",4988654,0
1259,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,97,TLAJOMULCO DE ZÚÑIGA,"PAVIMENTACIÓN DE LA CALLE PROLONGACIÓN ESCOBEDO ,   ENTRE LAS CALLES HIGUERA Y LÁZARO CÁRDENAS ,   EN LA LOCALIDAD DE LOMAS DE TEJEDA (PRIMERA ETAPA) ,   EN EL MUNICIPIO DE TLAJOMULCO DE ZÚÑIGA ,   JALISCO.",10000000,0
1260,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,64,OJUELOS DE JALISCO,"PAVIMENTACIÓN DE LA CALLE SANTO NIÑO DE ATOCHA ,   EN LA COMUNIDAD DE OJUELOS DE JALISCO",6900000,0
1261,U128,PROYECTOS DE DESARROLLO REGIONAL,11,GUANAJUATO,36,SANTIAGO MARAVATÍO,"PAVIMENTACIÓN DE LA CALLE YURIRIA EN EL MUNICIPIO DE SANTIAGO MARAVATÍO ,   GUANAJUATO",1300000,0
1262,U128,PROYECTOS DE DESARROLLO REGIONAL,11,GUANAJUATO,1,ABASOLO,"PAVIMENTACIÓN DE LA CALLEDE LAS ESCUELAS 2A. ETAPA EN LA COMUNIDAD DE ZAPOTE DE PERALTA ,   GTO. ,   EN EL MUNICIPIO DE ABASOLO ,   EN EL ESTADO DE GUANAJUATO",1150000,0
1263,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,102,URUAPAN,"PAVIMENTACIÓN DE LA CALZADA BENITO JUÁREZ PRIMERA Y SEGUNDA ETAPA EN URUAPAN ,   MICHOACÁN",15000000,0
1264,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,118,YAHUALICA DE GONZÁLEZ GALLO,"PAVIMENTACIÓN DE LA CARRETERA A YAHUALICA A MANALISCO EN EL MUNICIPIO DE YAHUALICA DE GONZÁLEZ GALLO ,   JALISCO",10000000,0
1265,U128,PROYECTOS DE DESARROLLO REGIONAL,21,PUEBLA,9,AHUEHUETITLA,"PAVIMENTACION DEL ACCESO A LA COMUNIDAD DE ALCHIPINI ,   MUNICIPIO DE AHUEHUETITLA EN EL ESTADO DE PUEBLA",3000000,0
1266,U128,PROYECTOS DE DESARROLLO REGIONAL,21,PUEBLA,127,SAN JERÓNIMO XAYACATLÁN,"PAVIMENTACION DEL ACCESO A LA COMUNIDAD DE GABINO BARREDA ,   EN EL MUNICIPIO DE SAN JERÓNIMO XAYACATLÁN ,   EN EL ESTADO DE PUEBLA",3000000,0
1267,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,53,MORELIA,"PAVIMENTACION DEL BOULEVARD GARCÍA DE LEÓN ,   EN EL MUNICIPIO DE MORELIA ,   EN EL ESTADO DE MICHOACÁN",9647813,0
1268,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,65,PIHUAMO,"PAVIMENTACIÓN DEL CAMINO A BARRERAS (SEGUNDA ETAPA) ,   EN EL MUNICIPIO DE PIHUAMO ,   JALISCO.",4000000,0
1269,U128,PROYECTOS DE DESARROLLO REGIONAL,11,GUANAJUATO,28,SALVATIERRA,"PAVIMENTACIÓN DEL CAMINO LAS CRUCES-LA LEONA ,   EN EL MUNICIPIO DE SALVATIERRA ,   GUANAJUATO",4500000,0
1270,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,32,ERONGARÍCUARO,"PAVIMENTACION DEL LIBRAMIENTO SUR ,   EN EL MUNICIPIO DE ERONGARÍCUARO ,   EN EL ESTADO DE MICHOACÁN",1995623,0
1271,U128,PROYECTOS DE DESARROLLO REGIONAL,17,MORELOS,13,JONACATEPEC,"PAVIMENTACIÓN DEL TRAMO AMATITO- MONTEFALCO ,   MUNICIPIO DE JONACATEPEC ,   MORELOS",3500000,0
1272,U128,PROYECTOS DE DESARROLLO REGIONAL,7,CHIAPAS,92,TECPATÁN,"PAVIMENTACIÓN DEL TRAMO SAN MIGUEL LA SARDINA-EJIDO ADOLFO RUÍZ CORTINES ,   EN EL MUNICIPIO DE TECPATÁN ,   EN EL ESTADO DE CHIAPAS",4000000,0
1273,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,37,JUÁREZ,"PAVIMENTACION EN CALLE ATOYAC DEL TRAMO DE TLAPA A PRIVADA DE TIXTLA ,   COL. BUROCRATA ,   EN EL MUNICIPIO DE JUÁREZ ,   EN EL ESTADO DE CHIHUAHUA",2115841,0
1274,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,13,NACAJUCA,PAVIMENTACIÓN EN CALLES DE NACAJUCA. EN EL ESTADO DE TABASCO,4000000,0
1275,U128,PROYECTOS DE DESARROLLO REGIONAL,25,SINALOA,14,ROSARIO,"PAVIMENTACIÓN EN CIRCUITO FRACC MARÍA LUISA LIZÁRRAGA COL. POTRERITOS ,   MUNICIPIO DE ROSARIO ,   SINALOA",3000000,0
1276,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,37,JUÁREZ,"PAVIMENTACIÓN EN EL MUNICIPIO DE JUÁREZ ,   CHIHUAHUA.",21200000,0
1277,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,38,JULIMES,"PAVIMENTACIÓN EN EL MUNICIPIO DE JULIMES ,   CHIHUAHUA.",1500000,0
1278,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,16,LA CRUZ,"PAVIMENTACIÓN EN EL MUNICIPIO DE LA CRUZ ,   CHIHUAHUA.",1700000,0
1279,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,39,LÓPEZ,"PAVIMENTACIÓN EN EL MUNICIPIO DE LÓPEZ ,   CHIHUAHUA.",2000000,0
1280,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,52,OJINAGA,"PAVIMENTACIÓN EN EL MUNICIPIO DE OJINAGA ,   CHIHUAHUA.",2000000,0
1281,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,62,SAUCILLO,"PAVIMENTACIÓN EN EL MUNICIPIO DE SAUCILLO ,   CHIHUAHUA.",2000000,0
1282,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,2,ASIENTOS,"PAVIMENTACION EN LA COMUNIDAD TANQUE DE GUADALUPE  ,   EN EL MUNICIPIO DE ASIENTOS ,   EN EL ESTADO DE AGUASCALIENTES",1500000,0
1283,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,61,SATEVÓ,"PAVIMENTACIÓN EN MENDOCEÑO ,   MUNICIPIO DE SATEVÓ ,   CHIHUAHUA.",1000000,0
1284,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,15,COYAME DEL SOTOL,"PAVIMENTACIÓN EN SAN PEDRO ,   MUNICIPIO DE COYAME DEL SOTOL ,   CHIHUAHUA.",1500000,0
1285,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,19,CHIHUAHUA,"PAVIMENTACIÓN EN SAUCES A MANUEL BANDA  ,   EN EL MUNICIPIO DE CHIHUAHUA ,   EN EL ESTADO DE CHIHUAHUA",2381400,0
1286,U128,PROYECTOS DE DESARROLLO REGIONAL,13,HIDALGO,38,MINERAL DEL CHICO,"PAVIMENTACIÓN HIDRÁULICA CALLE MELCHOR OCAMPO BENITO JUAREZ ,   EN EL MUNICIPIO DE MINERAL DEL CHICO ,   EN EL ESTADO DE HIDALGO",2500000,0
1287,U128,PROYECTOS DE DESARROLLO REGIONAL,13,HIDALGO,32,JALTOCÁN,"PAVIMENTACIÓN HIDRÁULICA DE ACCESO A CUATZACUATZAS ,   EN EL MUNICIPIO DE JALTOCÁN ,   EN EL ESTADO DE HIDALGO",3500000,0
1288,U128,PROYECTOS DE DESARROLLO REGIONAL,13,HIDALGO,39,MINERAL DEL MONTE,"PAVIMENTACIÓN HIDRAULICA DE CALLE ESCUELA PREPARATORIA ,   EN EL MUNICIPIO DE MINERAL DEL MONTE ,   EN EL ESTADO DE HIDALGO",1678459,0
1289,U128,PROYECTOS DE DESARROLLO REGIONAL,13,HIDALGO,38,MINERAL DEL CHICO,"PAVIMENTACIÓN HIDRÁULICA DE CARRETERA CARBONERAS-CUEVA BLANCA ,   EN EL MUNICIPIO DE MINERAL DEL CHICO ,   EN EL ESTADO DE HIDALGO",5000000,0
1290,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,4,CENTRO,"PAVIMENTACIÓN HIDRÁULICA EN LA CALLE OCHO DE LA COLONIA CASA BLANCA SEGUNDA SECCIÓN DEL CENTRO ,   TABASCO",2000000,0
1291,U128,PROYECTOS DE DESARROLLO REGIONAL,13,HIDALGO,54,SAN SALVADOR,"PAVIMENTACION HIDRAULICA Y GUARNICIONES EN CALLE  "" LAZARO CARDENAS ""  EN LA LOCALIDAD DE EL OLVERA ,   EN EL MUNICIPIO DE SAN SALVADOR ,   EN EL ESTADO DE HIDALGO",1897580,0
1292,U128,PROYECTOS DE DESARROLLO REGIONAL,13,HIDALGO,54,SAN SALVADOR,"PAVIMENTACION HIDRAULICA Y GUARNICIONES EN CALLE CAMINO AL QUEMTHA EN LA LOCALIDAD DE EL OLVERA ,   EN EL MUNICIPIO DE SAN SALVADOR ,   EN EL ESTADO DE HIDALGO",2400119,0
1293,U128,PROYECTOS DE DESARROLLO REGIONAL,19,NUEVO LEÓN,49,SANTIAGO,"PAVIMENTACIÓN HIDRÁULICA E INTRODUCCIÓN DE DRENAJE SANITARIO EN LA CALLE FRANCISCO CÁRDENAS EN LA COLONIA SAN FRANCISCO EN EL MUNICIPIO DE SANTIAGO ,   NUEVO LEÓN.",1641600,0
1294,U128,PROYECTOS DE DESARROLLO REGIONAL,13,HIDALGO,60,TENANGO DE DORIA,"PAVIMENTACIÓN HIDRÁULICA ,   BANQUETAS Y GUARNICIONES CALLE  "" PROLONGACIÓN BENITO JUÁREZ ""  (ACCESO A PRIMARIA) ,   EN EL MUNICIPIO DE TENANGO DE DORIA ,   EN EL ESTADO DE HIDALGO",794048,0
1295,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,52,LÁZARO CÁRDENAS,"PAVIMENTACIÓN Y MURO DE CONTENCIÓN EN EL ACCESO PRINCIPAL DE LA LOCALIDAD DE LA MIRA EN EL MUNICIPIO DE LÁZARO CÁRDENAS ,   MICHOACÁN",1098900,0
1296,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,2,AGUILILLA,"PAVIMENTACION Y SERVICIOS DE LA CALLE PROGRESO ,   EN EL MUNICIPIO DE AGUILILLA ,   EN EL ESTADO DE MICHOACÁN",2554207,0
1297,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,98,SAN PEDRO TLAQUEPAQUE,"PAVIMENTACIÓN ,   BANQUETAS Y GUARNICIONES EN LA CALLE ANTIGUO CAMINO A SANTA CRUZ DEL VALLE ,   EN EL MUNICIPIO DE SAN PEDRO TLAQUEPAQUE ,   JALISCO.",3800000,0
1298,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,209,TATAHUICAPAN DE JUÁREZ,"PAVIMENTO A BASE DE CONCRETO HIDRÁULICO EN LA CALLE JUSTO SIERRA ,   ENTRE EMILIANO ZAPATA Y BENITO JUAREZ BARRIO SEGUNDO ,   EN EL MUNICIPIO DE TATAHUICAPAN DE JUÁREZ ,   EN EL ESTADO DE VERACRUZ",1500000,0
