numero_de_proyecto,clave_de_programa,Fondo,id_entidad,entidad,id_municipio,municipio,proyecto,monto,Pagado
1299,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,3,ACAYUCAN,"PAVIMENTO A BASE DE CONCRETO HIDRÁULICO Y OBRAS COMPLEMENTARIAS EN CALLE REVOLUCIÓN ,   EN EL MUNICIPIO DE ACAYUCAN ,   EN EL ESTADO DE VERACRUZ",1500000,0
1300,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,3,ACAYUCAN,"PAVIMENTO A BASE DE CONCRETO HIDRÁULICO Y OBRAS COMPLEMENTARIAS EN LA CALLE ANTONIO DE MENDOZA E INDEPENDENCIA ,   EN EL MUNICIPIO DE ACAYUCAN ,   EN EL ESTADO DE VERACRUZ",1400000,0
1301,U128,PROYECTOS DE DESARROLLO REGIONAL,17,MORELOS,7,CUERNAVACA,"PAVIMENTO ASFALTICO EN CALIENTE AV. REFORMA SUR-NORTE ,   CUERNAVACA ,   MORELOS",2131172,0
1302,U128,PROYECTOS DE DESARROLLO REGIONAL,17,MORELOS,7,CUERNAVACA,"PAVIMENTO ASFALTICO EN CALIENTE CALLE FRANCISCO I. MADERO ,   COLONIA MIRAVAL ,   CUERNAVACA ,   MORELOS",3641355,0
1303,U128,PROYECTOS DE DESARROLLO REGIONAL,17,MORELOS,7,CUERNAVACA,"PAVIMENTO ASFALTICO EN CALIENTE CALLE OTILIO MONTAÑO ,   COLONIA ALTA VISTA ,   CUERNAVACA ,   MORELOS",3849368,0
1304,U128,PROYECTOS DE DESARROLLO REGIONAL,17,MORELOS,7,CUERNAVACA,"PAVIMENTO ASFALTICO EN CALIENTE CALLE RIO BALSAS ,   COLONIA MOJONERA ,   CUERNAVACA ,   MORELOS",2849842,0
1305,U128,PROYECTOS DE DESARROLLO REGIONAL,17,MORELOS,7,CUERNAVACA,"PAVIMENTO ASFALTICO EN CALIENTE EN AV. NACIONAL ,   SANTA MARÍA AHUACATITLÁN EN EL MUNICIPIO DE CUERNAVACA ,   MORELOS",3744519,0
1306,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,2,ASIENTOS,"PAVIMENTO CALLE EMILIANO ZAPATA EN LA LOCALIDAD DE SAN ANTONIO DE LOS MARTÍNEZ ,   EN EL MUNICIPIO DE ASIENTOS ,   EN EL ESTADO DE AGUASCALIENTES",1000000,0
1307,U128,PROYECTOS DE DESARROLLO REGIONAL,26,SONORA,66,URES,"PAVIMENTO CALLE FRANCISCO I MADERO ENTRE AVENIDA GENERAL PIÑA Y GARCÍA MORALES ,   EN EL MUNICIPIO DE URES ,   EN EL ESTADO DE SONORA",1037470,0
1308,U128,PROYECTOS DE DESARROLLO REGIONAL,21,PUEBLA,36,COYOMEAPAN,"PAVIMENTO CARRETERA SEGUNDA ETAPA EN LA LOCALIDAD DE SAN JAUN CUAUTLA ,   EN EL MUNICIPIO DE COYOMEAPAN ,   EN EL ESTADO DE PUEBLA",5000000,0
1309,U128,PROYECTOS DE DESARROLLO REGIONAL,21,PUEBLA,35,COXCATLÁN,"PAVIMENTO CARRETERA SEGUNDA ETAPA EN LA LOCALIDAD DE TECOLTEPEC ,   EN EL MUNICIPIO DE COXCATLÁN ,   EN EL ESTADO DE PUEBLA",5000000,0
1310,U128,PROYECTOS DE DESARROLLO REGIONAL,29,TLAXCALA,51,SAN JERÓNIMO ZACUALPAN,"PAVIMENTO CON ADOCRETO EN DIVERSAS CALLES ,   EN EL MUNICIPIO DE SAN JERÓNIMO ZACUALPAN ,   EN EL ESTADO DE TLAXCALA",362647,0
1311,U128,PROYECTOS DE DESARROLLO REGIONAL,21,PUEBLA,104,NOPALUCAN,PAVIMENTO CON ADOCRETO EN MIGUEL HIDALGO EN LA LOCALIDAD DE SANTA CRUZ DEL BOSQUE DEL MUNICIPIO DE NOPALUCAN DEL ESTADO DE PUEBLA,2000000,0
1312,U128,PROYECTOS DE DESARROLLO REGIONAL,25,SINALOA,16,SAN IGNACIO,"PAVIMENTO CON ADOQUIN DE LA CALLE ACCESO PRINCIPAL LA LOCALIDAD DE PIAXTLA DE ABAJO ,   EN EL MUNICIPIO DE SAN IGNACIO ,   EN EL ESTADO DE SINALOA",5000000,0
1313,U128,PROYECTOS DE DESARROLLO REGIONAL,21,PUEBLA,104,NOPALUCAN,PAVIMENTO CON ADOQUÍN EN CALLE MOCTEZUMA EN LA LOCALIDAD DE EL RINCÓN CITLALTEPETL DEL MUNICIPIO DE NOPALUCAN DEL ESTADO DE PUEBLA,1600000,0
1314,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,45,JIQUILPAN,"PAVIMENTO CON CARPETA ASFÁLTICA EN AV. CIRCUNVALACIÓN ORIENTE Y AV. CIRCUNVALACIÓN NORTE ,   EN EL MUNICIPIO DE JIQUILPAN ,   EN EL ESTADO DE MICHOACÁN",4857287,0
1315,U128,PROYECTOS DE DESARROLLO REGIONAL,25,SINALOA,14,ROSARIO,"PAVIMENTO CON CONCRETO ESTAMPADO EN LA AV LUIS DONALDO COLOSIO ,   EN EL MUNICIPIO DE ROSARIO ,   EN EL ESTADO DE SINALOA",7443366,0
1316,U128,PROYECTOS DE DESARROLLO REGIONAL,25,SINALOA,10,EL FUERTE,"PAVIMENTO CON CONCRETO HIDRÁULICO CON GUARNICIONES ,   EN LA CALLE DOMINGO RUBI ,   COLONIA PABLO MACIAS VALENZUELA ,   EN EL MUNICIPIO DE EL FUERTE ,   EN EL ESTADO DE SINALOA",1264255,0
1317,U128,PROYECTOS DE DESARROLLO REGIONAL,25,SINALOA,10,EL FUERTE,"PAVIMENTO CON CONCRETO HIDRÁULICO CON GUARNICIONES ,   EN LA CALLE GRAL ALFREDO DELGADO ,   COLONIA LOS ALAYOS ,   EN EL MUNICIPIO DE EL FUERTE ,   EN EL ESTADO DE SINALOA",5743199,0
1318,U128,PROYECTOS DE DESARROLLO REGIONAL,29,TLAXCALA,4,ATLTZAYANCA,PAVIMENTO CON CONCRETO HIDRÁULICO DE LA CALLE 7 PONIENTE EN EL BARRIO DE SAN ANTONIO DEL MUNICIPIO DE ATLTZAYANCA DEL ESTADO DE TLAXCALA,2200000,0
1319,U128,PROYECTOS DE DESARROLLO REGIONAL,21,PUEBLA,208,ZACATLÁN,PAVIMENTO CON CONCRETO HIDRÁULICO DE LA CALLE DE LAS NAVES EN LA LOCALIDAD DE ZACATLÁN DEL MUNICIPIO DE ZACATLÁN DEL ESTADO DE PUEBLA,2000000,0
1320,U128,PROYECTOS DE DESARROLLO REGIONAL,25,SINALOA,15,SALVADOR ALVARADO,"PAVIMENTO CON CONCRETO HIDRAULICO EN AVENIDAS CENTRALES ,   EN EL MUNICIPIO DE SALVADOR ALVARADO ,   EN EL ESTADO DE SINALOA",4591242,0
1321,U128,PROYECTOS DE DESARROLLO REGIONAL,21,PUEBLA,8,AHUAZOTEPEC,PAVIMENTO CON CONCRETO HIDRÁULICO EN CALLE JOSÉ MARÍA MORELOS EN LA LOCALIDAD DE BERISTAIN DEL MUNICIPIO DE AHUAZOTEPEC DEL ESTADO DE PUEBLA,2000000,0
1322,U128,PROYECTOS DE DESARROLLO REGIONAL,25,SINALOA,8,ELOTA,"PAVIMENTO CON CONCRETO HIDRÁULICO EN CAMINO A LA UNIVERSIDAD POLITÉCNICA DEL MAR Y LA SIERRA CARRETERA A PUEBLO NUEVO ,   EN EL MUNICIPIO DE ELOTA ,   EN EL ESTADO DE SINALOA",6806437,0
1323,U128,PROYECTOS DE DESARROLLO REGIONAL,25,SINALOA,17,SINALOA,PAVIMENTO CON CONCRETO HIDRAULICO EN LA CALLE 7 SUR EN LA LOCALIDADA DE SINALOA DE LEYVA,3444120,0
1324,U128,PROYECTOS DE DESARROLLO REGIONAL,25,SINALOA,13,MOCORITO,"PAVIMENTO CON CONCRETO HIDRÁULICO EN LA CALLE CUQUITA VELÁZQUEZ ENTRE LAS CALLES EJDAL Y AVIACIÓN ,   EN EL MUNICIPIO DE MOCORITO ,   EN EL ESTADO DE SINALOA",2313657,0
1325,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,2,ASIENTOS,"PAVIMENTO CON CONCRETO HIDRÁULICO EN LA LOCALIDAD DE VILLA JUÁREZ ,   EN EL MUNICIPIO DE ASIENTOS ,   EN EL ESTADO DE AGUASCALIENTES",2500000,0
1326,U128,PROYECTOS DE DESARROLLO REGIONAL,25,SINALOA,3,BADIRAGUATO,"PAVIMENTO CON CONCRETO HIDRÁULICO EN VIALIDADES CENTRALES ,   EN EL MUNICIPIO DE BADIRAGUATO ,   EN EL ESTADO DE SINALOA",4020912,0
1327,U128,PROYECTOS DE DESARROLLO REGIONAL,25,SINALOA,4,CONCORDIA,"PAVIMENTO CON CONCRETO HIDRÁULICO EN VIALIDADES CENTRALES ,   EN EL MUNICIPIO DE CONCORDIA ,   EN EL ESTADO DE SINALOA",5671348,0
1328,U128,PROYECTOS DE DESARROLLO REGIONAL,25,SINALOA,11,GUASAVE,"PAVIMENTO CON CONCRETO HIDRÁULICO Y GUARNICIONES TIPO  "" L ""  PARA EL BLVD ACEITUNAS ,   ENTRE BLVD ROMULADO RUIZ PAYAN Y CALLE SIN NOMBRE ,   EN EL MUNICIPIO DE GUASAVE ,   EN EL ESTADO DE SINALOA",26743874,0
1329,U128,PROYECTOS DE DESARROLLO REGIONAL,25,SINALOA,11,GUASAVE,"PAVIMENTO CON CONCRETO HIDRÁULICO Y GUARNICIONES TIPO  "" L ""  PARA LA CALLE ENCINOS ,   ENTRE BLVD ACEITUNAS Y AV MANUEL SÁNCHEZ HERNÁNDEZ ,   EN EL MUNICIPIO DE GUASAVE ,   EN EL ESTADO DE SINALOA",8174580,0
1330,U128,PROYECTOS DE DESARROLLO REGIONAL,25,SINALOA,11,GUASAVE,"PAVIMENTO CON CONCRETO HIDRÁULICO Y GUARNICIONES TIPO  "" L ""  PARA LA CALLE VIOLETAS ,   ENTRE BLVD 20 DE NOVIEMBRE Y CALLE NARCISO ,   EN EL MUNICIPIO DE GUASAVE ,   EN EL ESTADO DE SINALOA",3585514,0
1331,U128,PROYECTOS DE DESARROLLO REGIONAL,25,SINALOA,17,SINALOA,PAVIMENTO CON CONCRETO HIDRAULICO Y GUARNICIONES TIPO L DE CALLE EN LA LOCALIDAD DE SINALOA LEYVA,1460060,0
1332,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,42,IXTLÁN,"PAVIMENTO CON CONCRETO HIDRÁULICO Y REHABILITACIÓN DE REDES DE DRENAJE Y AGUA POTABLE DE LA CALLE GUERRERO EN IXTLÁN DE LOS HERVORES ,   EN EL MUNICIPIO DE IXTLÁN ,   EN EL ESTADO DE MICHOACÁN",2997546,0
1333,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,2,CÁRDENAS,"PAVIMENTO CON CONCRETO HIDRÁULICO ,   POBLADO C-09 ,   CÁRDENAS ,   TABASCO.",3249838,0
1334,U128,PROYECTOS DE DESARROLLO REGIONAL,22,QUERÉTARO,9,JALPAN DE SERRA,"PAVIMENTO CON PIEDRA AHOGADA Y RED DE DRENAJE EN CALLE SONORA ,   EN EL MUNICIPIO DE JALPAN DE SERRA ,   EN EL ESTADO DE QUERÉTARO",1000000,0
1335,U128,PROYECTOS DE DESARROLLO REGIONAL,29,TLAXCALA,29,TEPEYANCO,"PAVIMENTO DE ADOQUIN  ,   CONSTRUCCIÓN DE BANQUETAS Y GUARNICIONES EN LA CALLE 20 DE NOVIEMBRE ,   EN EL MUNICIPIO DE TEPEYANCO ,   EN EL ESTADO DE TLAXCALA",1657964,0
1336,U128,PROYECTOS DE DESARROLLO REGIONAL,29,TLAXCALA,29,TEPEYANCO,"PAVIMENTO DE ADOQUIN ,   BANQUETAS ,   GUARNICIONES EN CALLE GRANADITAS ,   EN EL MUNICIPIO DE TEPEYANCO ,   EN EL ESTADO DE TLAXCALA",1343207,0
1337,U128,PROYECTOS DE DESARROLLO REGIONAL,29,TLAXCALA,29,TEPEYANCO,"PAVIMENTO DE ADOQUIN ,   CONSTRUCCIÓN DE BANQUETAS Y GUARNICIONES EN CALLE DEL BOSQUE ,   EN EL MUNICIPIO DE TEPEYANCO ,   EN EL ESTADO DE TLAXCALA",480107,0
1338,U128,PROYECTOS DE DESARROLLO REGIONAL,29,TLAXCALA,29,TEPEYANCO,"PAVIMENTO DE ADOQUIN ,   CONSTRUCCIÓN DE BANQUETAS Y GUARNICIONES EN LA CALLE 16 DE SEPTIEMBRE. ,   EN EL MUNICIPIO DE TEPEYANCO ,   EN EL ESTADO DE TLAXCALA",1168724,0
1339,U128,PROYECTOS DE DESARROLLO REGIONAL,29,TLAXCALA,29,TEPEYANCO,"PAVIMENTO DE ADOQUIN ,   CONSTRUCCIÓN DE BANQUETAS Y GUARNICONES EN CALLES FRANCISCO I MADERO NORTE ,   EN EL MUNICIPIO DE TEPEYANCO ,   EN EL ESTADO DE TLAXCALA",681618,0
1340,U128,PROYECTOS DE DESARROLLO REGIONAL,17,MORELOS,7,CUERNAVACA,"PAVIMENTO DE CONCRETO ASFALTICO EN CALIENTE BLVD. JUAN PABLO II ,   COL. VISTA HERMOSA ,   CUERNAVACA ,   MORELOS",5141535,0
1341,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,83,TALA,"PAVIMENTO DE CONCRETO HIDRAHULICO CALLE ABASOLO ,   CABECERA MUNICIPAL ,   EN EL MUNICIPIO DE TALA ,   EN EL ESTADO DE JALISCO",3000000,0
1342,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,83,TALA,"PAVIMENTO DE CONCRETO HIDRAHULICO CALLE SAN JOSE ,   CABECERA MUNICIPAL ,   EN EL MUNICIPIO DE TALA ,   EN EL ESTADO DE JALISCO",5000000,0
1343,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,83,TALA,"PAVIMENTO DE CONCRETO HIDRAHULICO EN CALLE SEBASTIAN ALLENDE ,   CABECERA MUNICIPAL ,   EN EL MUNICIPIO DE TALA ,   EN EL ESTADO DE JALISCO",2280000,0
1344,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,74,COJUMATLÁN DE RÉGULES,"PAVIMENTO DE CONCRETO HIDRÁULICO DE 15 CM DE ESPESOR CON SERVICIOS BÁSICOS DE LA CALLE MIGUEL DE CERVANTES ENTRE CALLE MATAMOROS Y CALLE GUADALUPANA ,   EN LA LOCALIDAD DE COJUMATLÁN DE REGULÉS ,   EN EL MUNICIPIO DE COJUMATLÁN DE RÉGULES ,   EN EL ESTADO DE MICHOACÁN",4915287,0
1345,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,37,JUÁREZ,"PAVIMENTO EN CALLE PRIVADA DE TIXTLA-ATOYAC DEL TRAMO PRIVADA DE APLAZTLA COL. BUROCRATA  ,   EN EL MUNICIPIO DE JUÁREZ ,   EN EL ESTADO DE CHIHUAHUA",2245200,0
1346,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,69,LA PIEDAD,"PAVIMENTO EN CONCRETO HIDRÁULICO CALLE PLAN DE AYALA ENTRE CALLE IGUALDA Y CALLE DEMOCRACIA ,   EN EL MUNICIPIO DE LA PIEDAD ,   EN EL ESTADO DE MICHOACÁN",1300000,0
1347,U128,PROYECTOS DE DESARROLLO REGIONAL,25,SINALOA,18,NAVOLATO,"PAVIMENTO Y REHABILITACIÓN DE INFRAESTRUCTURA URBANA DE LA CALLE ALMADA  ,   EN EL MUNICIPIO DE NAVOLATO ,   EN EL ESTADO DE SINALOA",7500000,0
1348,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,19,COTIJA,"PERFORACION SAN JUANICO ,   EN EL MUNICIPIO DE COTIJA ,   EN EL ESTADO DE MICHOACÁN",500000,0
1349,U128,PROYECTOS DE DESARROLLO REGIONAL,13,HIDALGO,15,CARDONAL,"PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES ,   DE LA CABECERA MUNICIPAL ,   EN EL MUNICIPIO DE CARDONAL ,   EN EL ESTADO DE HIDALGO",3056104,0
1350,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,2,ASIENTOS,"PLAZA CULTURAL LÁZARO CARDENAS ,   EN EL MUNICIPIO DE ASIENTOS ,   EN EL ESTADO DE AGUASCALIENTES",5000000,0
1351,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,7,BALLEZA,"PLAZA PUBLICA EL VERGEL ,   EN EL MUNICIPIO DE BALLEZA ,   EN EL ESTADO DE CHIHUAHUA",1000000,0
1352,U128,PROYECTOS DE DESARROLLO REGIONAL,11,GUANAJUATO,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,"POLIDEPORTIVO SAN CRISTÓBAL ,   MUNICIPIO DE DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL ,   GUANAJUATO",1796402,0
1353,U128,PROYECTOS DE DESARROLLO REGIONAL,7,CHIAPAS,17,CINTALAPA,"POMPOSO CASTELLANOS- JORGE DE LA VEGA ,   EN EL MUNICIPIO DE CINTALAPA EN EL ESTADO DE CHIAPAS",11619290,0
1354,U128,PROYECTOS DE DESARROLLO REGIONAL,19,NUEVO LEÓN,26,GUADALUPE,PRIMER ETAPA RECOSTRUCCIÓN EN LAS CALLES DE LA COLONIA TRES CAMINOS NIÑOS HEROES VALLES DE GUADALUPE Y XOCHIMILCO EN EL ESTADO DE NUEVO LEÓN,5000000,0
1355,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,102,URUAPAN,"PRIMERA ETAPA DE LA PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE LA PROLONGACIÓN JALISCO. URUAPAN ,   MICHOACÁN",3000000,0
1356,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,108,ZAMORA,"PRIMERA ETAPA DEL PAR VIAL JUÁREZ EN ZAMORA ,   MICHOACÁN",8189713,0
1357,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,102,URUAPAN,"PRIMERA ETAPA DEL SALÓN DE USOS MÚLTIPLES DE LA ESCUELA PREPARATORIA LÁZARO CÁRDENAS DEL RIO. URUAPAN ,   MICHOACÁN",1500000,0
1358,U128,PROYECTOS DE DESARROLLO REGIONAL,21,PUEBLA,114,PUEBLA,PROGRAMA DE INFRAESTRUCTURA ECONÓMICA EN EL ESTADO DE PUEBLA,200000000,0
1359,U128,PROYECTOS DE DESARROLLO REGIONAL,5,COAHUILA,9999,COBERTURA ESTATAL,"PROGRAMA DE INFRAESTRUCTURA ,   EQUIPAMIENTO Y REHABILITACIÓN EN EL ESTADO DE COAHUILA DE ZARAGOZA",325000000,0
1360,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,36,HUANDACAREO,PROYECTO DE COLECTOR PLUVIAL EN LA CALLE REVOLUCIÓN PARA DESCARGAR EN EL ARROYO UBICADO EN LA CALLE LÁZARO CÁRDENAS EN LA LOCALIDAD DE HUANDACAREO MICHOACÁN.,2000000,0
1361,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,7,RINCÓN DE ROMOS,"PROYECTO DE DESARROLLO E INFRAESTRUCTURA SOCIAL EN EL MUNICIPIO DE RINCÓN DE ROMOS ,   EN EL ESTADO DE AGUASCALIENTES",850000,0
1362,U128,PROYECTOS DE DESARROLLO REGIONAL,29,TLAXCALA,1,AMAXAC DE GUERRERO,"PROYECTO DE INFRAESTRUCTURA EN EL MUNICIPIO DE AMAXAC DE GUERRERO ,   TLAXCALA",1100000,0
1363,U128,PROYECTOS DE DESARROLLO REGIONAL,29,TLAXCALA,6,CALPULALPAN,"PROYECTO DE INFRAESTRUCTURA EN EL MUNICIPIO DE CALPULALPAN ,   TLAXCALA",1414000,0
1364,U128,PROYECTOS DE DESARROLLO REGIONAL,29,TLAXCALA,17,MAZATECOCHCO DE JOSÉ MARÍA MORELOS,"PROYECTO DE INFRAESTRUCTURA EN EL MUNICIPIO DE MAZATECOCHCO DE JOSÉ MARÍA MORELOS ,   TLAXCALA",1300000,0
1365,U128,PROYECTOS DE DESARROLLO REGIONAL,12,GUERRERO,17,COCULA,"PROYECTO DE INFRAESTRUCTURA MUNICIPAL DE COCULA ,   GUERRERO.",1000000,0
1366,U128,PROYECTOS DE DESARROLLO REGIONAL,12,GUERRERO,76,ACATEPEC,"PROYECTO DE INFRAESTRUCTURA MUNICIPAL EN ACATEPEC ,   GUERRERO.",2000000,0
1367,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,5,AMATITÁN,"PROYECTO DE INFRAESTRUCTURA MUNICIPAL EN AMATITÁN ,   JALISCO.",500000,0
1368,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,23,CUILÁPAM DE GUERRERO,"PROYECTO DE INFRAESTRUCTURA MUNICIPAL EN CUILÁPAM DE GUERRERO ,   OAXACA.",1000000,0
1369,U128,PROYECTOS DE DESARROLLO REGIONAL,12,GUERRERO,81,ILIATENCO,"PROYECTO DE INFRAESTRUCTURA MUNICIPAL EN ILIATENCO ,   GUERRERO.",1500000,0
1370,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,159,SAN JERÓNIMO COATLÁN,"PROYECTO DE INFRAESTRUCTURA MUNICIPAL EN LA AGENCIA DE SAN CRISTÓBAL HONDURAS ,   MUNICIPIO DE SAN JERÓNIMO COATLÁN ,   OAXACA",2000000,0
1371,U128,PROYECTOS DE DESARROLLO REGIONAL,7,CHIAPAS,72,PUEBLO NUEVO SOLISTAHUACÁN,"PROYECTO DE INFRAESTRUCTURA MUNICIPAL EN PUEBLO NUEVO SOLISTAHUACÁN ,   CHIAPAS.",1000000,0
1372,U128,PROYECTOS DE DESARROLLO REGIONAL,10,DURANGO,27,SAN JUAN DE GUADALUPE,"PROYECTO DE INFRAESTRUCTURA MUNICIPAL EN SAN JUAN DE GUADALUPE ,   DURANGO.",1000000,0
1373,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,294,SAN PABLO HUITZO,"PROYECTO DE INFRAESTRUCTURA MUNICIPAL EN SAN PABLO HUITZO ,   OAXACA",3000000,0
1374,U128,PROYECTOS DE DESARROLLO REGIONAL,7,CHIAPAS,98,TOTOLAPA,"PROYECTO DE INFRAESTRUCTURA MUNICIPAL EN TOTOLAPA ,   CHIAPAS.",1000000,0
1375,U128,PROYECTOS DE DESARROLLO REGIONAL,26,SONORA,28,GRANADOS,PROYECTO DE INFRAESTRUCTURA REGIONAL EN EL MUNICIPIO DE GRANADOS EN SONORA,1000000,0
1376,U128,PROYECTOS DE DESARROLLO REGIONAL,23,QUINTANA ROO,4,OTHÓN P. BLANCO,"PROYECTO DE INFRAESTRUCTURA REGIONAL ,   EN EL MUNICIPIO DE OTHÓN P. BLANCO ,   EN EL ESTADO DE QUINTANA ROO",200000000,0
1377,U128,PROYECTOS DE DESARROLLO REGIONAL,23,QUINTANA ROO,5,BENITO JUÁREZ,"PROYECTO DE INFRAESTRUCTURA SOCIAL EN EL MUNICIPIO DE BENITO JUÁREZ ,   EN QUINTANA ROO",75000000,0
1378,U128,PROYECTOS DE DESARROLLO REGIONAL,15,MÉXICO,121,CUAUTITLÁN IZCALLI,"PROYECTO DE INFRAESTRUCTURA SOCIAL EN EL MUNICIPIO DE CUAUTITLÁN IZCALLI ,   EN MÉXICO",150000,0
1379,U128,PROYECTOS DE DESARROLLO REGIONAL,31,YUCATÁN,59,PROGRESO,"PROYECTO DE INFRAESTRUCTURA SOCIAL EN EL MUNICIPIO DE PROGRESO ,   EN YUCATÁN",4342424,0
1380,U128,PROYECTOS DE DESARROLLO REGIONAL,23,QUINTANA ROO,5,BENITO JUÁREZ,"PROYECTO DE INFRAESTRUCTURA VIAL EN EL MUNICIPIO DE BENITO JUÁREZ ,   EN QUINTANA ROO",19800000,0
1381,U128,PROYECTOS DE DESARROLLO REGIONAL,28,TAMAULIPAS,41,VICTORIA,"PROYECTO PREPARATORIA FEDERALIZADA NUMERO 3 CARLOS ADRIÁN AVILES (CONSTRUCCIÓN DE BIBLIOTECA) ,   EN EL MUNICIPIO DE VICTORIA ,   EN EL ESTADO DE TAMAULIPAS",991177,0
1382,U128,PROYECTOS DE DESARROLLO REGIONAL,28,TAMAULIPAS,41,VICTORIA,"PROYECTO PREPARATORIA FEDERALIZADA NUMERO 3 CARLOS ADRIÁN AVILES PAVIMENTACION DE CONCRETO HIDRAULICO DE L ACALLE REPUBLICA DE CHILE ENTRE BRASIL Y ARGENTINA  ,   EN EL MUNICIPIO DE VICTORIA ,   EN EL ESTADO DE TAMAULIPAS",1458755,0
1383,U128,PROYECTOS DE DESARROLLO REGIONAL,28,TAMAULIPAS,41,VICTORIA,"PROYECTO SECUNDARIA FEDERALIZADA 1 NORBERTO TREVIÑO ZAPATA (TECHUMBRE PATIO CENTRAL) ,   EN EL MUNICIPIO DE VICTORIA ,   EN EL ESTADO DE TAMAULIPAS",2000000,0
1384,U128,PROYECTOS DE DESARROLLO REGIONAL,28,TAMAULIPAS,41,VICTORIA,"PROYECTO SECUNDARIA FEDERALIZADA 2 RAFAEL RAMÍREZ (CONSTRUCCIÓN DE TECHUMBRE EN PATIO CENTRAL) ,   EN EL MUNICIPIO DE VICTORIA ,   EN EL ESTADO DE TAMAULIPAS",2000000,0
1385,U128,PROYECTOS DE DESARROLLO REGIONAL,9,CIUDAD DE MÉXICO,14,BENITO JUÁREZ,"PROYECTOS DE DESARROLLO E INFRAESTRUCTURA EN BENITO JUÁREZ ,   CIUDAD DE MÉXICO",32466667,0
1386,U128,PROYECTOS DE DESARROLLO REGIONAL,9,CIUDAD DE MÉXICO,16,MIGUEL HIDALGO,"PROYECTOS DE DESARROLLO E INFRAESTRUCTURA EN MIGUEL HIDALGO ,   CIUDAD DE MÉXICO",11656666,0
1387,U128,PROYECTOS DE DESARROLLO REGIONAL,11,GUANAJUATO,9999,COBERTURA ESTATAL,PROYECTOS DE DESARROLLO E INFRAESTRUCTURA MUNICIPAL EN DIVERSOS MUNICIPIOS DEL ESTADO DE GUANAJUATO,21742254,0
1388,U128,PROYECTOS DE DESARROLLO REGIONAL,11,GUANAJUATO,1,ABASOLO,"PROYECTOS DE DESARROLLO E INFRAESTRUCTURA MUNICIPAL EN EL MUNICIPIO DE ABASOLO ,   GUANAJUATO",6000000,0
1389,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,1,ACAJETE,"PROYECTOS DE DESARROLLO E INFRAESTRUCTURA MUNICIPAL EN EL MUNICIPIO DE ACAJETE ,   VERACRUZ",2300000,0
1390,U128,PROYECTOS DE DESARROLLO REGIONAL,26,SONORA,2,AGUA PRIETA,"PROYECTOS DE DESARROLLO E INFRAESTRUCTURA MUNICIPAL EN EL MUNICIPIO DE AGUA PRIETA ,   SONORA",3000000,0
1391,U128,PROYECTOS DE DESARROLLO REGIONAL,19,NUEVO LEÓN,2,AGUALEGUAS,"PROYECTOS DE DESARROLLO E INFRAESTRUCTURA MUNICIPAL EN EL MUNICIPIO DE AGUALEGUAS ,   NUEVO LEÓN",3000000,0
1392,U128,PROYECTOS DE DESARROLLO REGIONAL,18,NAYARIT,2,AHUACATLÁN,"PROYECTOS DE DESARROLLO E INFRAESTRUCTURA MUNICIPAL EN EL MUNICIPIO DE AHUACATLÁN ,   NAYARIT",9540000,0
1393,U128,PROYECTOS DE DESARROLLO REGIONAL,19,NUEVO LEÓN,4,ALLENDE,"PROYECTOS DE DESARROLLO E INFRAESTRUCTURA MUNICIPAL EN EL MUNICIPIO DE ALLENDE ,   NUEVO LEÓN",8000000,0
