CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,MC,NVA_ALIANZA,PAC,PS,MORENA,ES,PRI_PVEM_NVA_ALIANZA_PS,PRI_NVA_ALIANZA_PVEM,PRI_PS_PVEM,PRI_PS_NVA_ALIANZA,PVEM_PS_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PRI_PS,PVEM_NVA_ALIANZA,PVEM_PS,NVA_ALIANZA_PS,CAND_IND1,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
4,29,TLAXCALA,14,NATIVITAS,23,NATIVITAS,322,B,13,144,68,6,14,7,43,23,21,1,2,1,0,0,0,0,0,0,0,0,0,33,0,376,11,387,529,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_14.pdf
4,29,TLAXCALA,14,NATIVITAS,23,NATIVITAS,322,C01,32,118,67,5,11,6,48,18,30,2,0,0,0,0,0,0,0,0,0,0,0,25,0,362,4,366,529,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_14.pdf
4,29,TLAXCALA,14,NATIVITAS,23,NATIVITAS,323,B,21,48,66,21,6,3,6,6,25,0,4,0,0,0,0,0,0,0,0,0,0,9,0,215,22,237,557,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_14.pdf
4,29,TLAXCALA,14,NATIVITAS,23,NATIVITAS,323,C01,24,75,84,11,14,4,12,10,18,2,1,1,0,0,0,1,0,1,0,0,0,14,0,272,14,286,556,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_14.pdf
4,29,TLAXCALA,14,NATIVITAS,23,NATIVITAS,323,C02,17,50,91,17,13,3,13,5,33,2,1,0,0,0,0,0,0,0,0,0,0,6,0,251,16,267,556,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_14.pdf
4,29,TLAXCALA,14,NATIVITAS,23,NATIVITAS,324,B,34,56,155,16,42,6,39,3,23,1,0,0,0,0,0,0,0,0,0,0,0,14,0,389,14,403,629,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_14.pdf
4,29,TLAXCALA,14,NATIVITAS,23,NATIVITAS,325,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_14.pdf
4,29,TLAXCALA,14,NATIVITAS,23,NATIVITAS,325,C01,75,86,69,13,27,8,27,16,35,4,0,0,0,0,0,0,0,0,0,0,0,12,0,372,28,400,658,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_14.pdf
4,29,TLAXCALA,14,NATIVITAS,23,NATIVITAS,326,B,57,118,123,20,32,11,18,13,23,3,0,0,0,1,0,2,0,0,0,0,0,10,0,431,25,456,693,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_14.pdf
4,29,TLAXCALA,14,NATIVITAS,23,NATIVITAS,326,C01,45,113,120,22,33,8,20,12,49,2,1,0,0,0,0,2,0,0,0,0,0,9,0,436,25,461,692,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_14.pdf
4,29,TLAXCALA,14,NATIVITAS,23,NATIVITAS,326,C02,55,135,140,10,31,11,14,19,35,1,1,0,0,0,1,0,0,0,0,0,0,5,0,458,22,480,692,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_14.pdf
4,29,TLAXCALA,14,NATIVITAS,23,NATIVITAS,327,B,49,151,60,10,32,9,23,6,18,2,0,0,0,0,0,1,0,0,1,0,0,7,0,369,13,382,552,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_14.pdf
4,29,TLAXCALA,14,NATIVITAS,23,NATIVITAS,327,C01,55,130,74,9,37,9,25,6,14,38,0,0,0,0,0,1,1,0,0,0,0,0,0,399,0,399,551,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_14.pdf
4,29,TLAXCALA,14,NATIVITAS,23,NATIVITAS,327,C02,60,130,69,6,22,10,13,7,20,1,0,0,0,0,0,2,1,0,0,0,0,0,0,341,0,341,551,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_14.pdf
4,29,TLAXCALA,14,NATIVITAS,23,NATIVITAS,328,B,19,75,54,22,10,11,40,2,10,1,1,0,0,0,0,0,3,0,0,0,0,13,0,261,14,275,410,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_14.pdf
4,29,TLAXCALA,14,NATIVITAS,23,NATIVITAS,328,C01,14,61,83,7,1,7,51,3,14,0,1,0,0,1,0,1,1,0,0,0,0,19,0,264,13,277,409,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_14.pdf
4,29,TLAXCALA,14,NATIVITAS,23,NATIVITAS,329,B,61,155,89,70,11,21,14,8,28,3,1,0,0,1,1,10,2,0,1,0,0,21,0,497,15,512,719,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_14.pdf
4,29,TLAXCALA,14,NATIVITAS,23,NATIVITAS,329,C01,46,164,101,53,10,12,26,6,32,2,0,2,0,0,0,1,1,0,0,0,0,18,0,474,26,500,718,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_14.pdf
4,29,TLAXCALA,14,NATIVITAS,23,NATIVITAS,330,B,34,95,135,46,10,3,16,10,19,4,0,1,1,0,0,1,1,0,0,1,0,7,0,384,21,405,558,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_14.pdf
4,29,TLAXCALA,14,NATIVITAS,23,NATIVITAS,330,C01,39,110,119,51,9,6,10,5,25,3,1,0,0,0,0,0,0,0,0,0,0,9,0,387,17,404,557,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_14.pdf
4,29,TLAXCALA,14,NATIVITAS,23,NATIVITAS,331,B,28,114,48,19,1,4,63,41,18,1,0,0,0,0,0,1,1,1,0,0,0,3,1,344,19,363,556,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_14.pdf
4,29,TLAXCALA,14,NATIVITAS,23,NATIVITAS,331,C01,22,132,58,22,6,3,56,39,14,0,0,1,0,0,0,0,0,0,0,0,0,2,0,355,22,377,555,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_14.pdf
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,332,B,23,9,17,3,2,2,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,68,2,70,322,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_6.pdf
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,333,B,38,88,170,7,4,1,12,3,19,0,0,0,0,0,0,0,0,0,0,0,0,8,0,350,8,358,614,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_6.pdf
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,333,C01,31,80,165,4,5,4,7,0,19,3,0,0,0,0,0,0,0,0,0,0,0,10,3,331,10,341,613,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_6.pdf
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,334,B,34,100,113,6,12,3,7,7,38,1,0,0,0,0,0,1,0,0,0,0,0,9,0,331,10,341,497,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_6.pdf
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,334,C01,39,77,152,8,13,2,5,2,49,2,0,2,0,0,0,0,0,0,0,0,0,17,0,368,11,379,497,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_6.pdf
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,335,B,38,75,114,7,15,4,6,3,27,1,0,0,0,0,0,1,0,0,0,0,0,7,2,300,4,304,439,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_6.pdf
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,335,C01,19,70,135,9,21,10,3,3,28,0,0,0,0,0,0,1,1,4,0,0,0,8,0,312,11,323,439,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_6.pdf
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,336,B,53,93,222,2,20,11,8,7,30,4,1,0,0,0,0,2,0,0,0,0,0,7,0,460,14,474,678,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_6.pdf
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,336,C01,45,91,232,5,22,5,2,3,48,6,0,0,0,0,0,0,0,0,0,0,0,11,1,471,14,485,678,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_6.pdf
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,336,C02,58,106,234,6,18,3,4,5,20,1,1,1,0,0,0,0,0,0,0,0,0,9,0,466,7,473,678,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_6.pdf
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,336,C03,27,102,201,4,14,8,5,0,38,2,0,0,0,0,0,2,0,1,0,0,0,23,0,427,9,436,677,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_6.pdf
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,337,B,36,64,225,17,13,5,6,25,43,0,1,1,1,0,0,0,0,0,0,0,0,13,0,450,0,450,604,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_6.pdf
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,337,C01,29,87,228,11,16,4,3,1,38,2,0,0,0,0,0,0,0,0,0,0,0,14,0,433,8,441,604,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_6.pdf
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,337,C02,40,50,206,11,23,3,3,5,41,3,0,0,0,0,0,1,0,0,0,0,0,0,9,395,10,405,604,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_6.pdf
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,338,B,55,95,195,26,12,10,4,5,27,3,0,0,0,0,0,1,0,0,0,0,0,9,0,442,21,463,741,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_6.pdf
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,338,C01,65,88,151,23,15,7,8,5,22,1,0,0,0,0,0,0,0,0,0,0,0,6,0,391,25,416,740,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_6.pdf
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,338,C02,31,101,188,35,7,7,7,16,21,3,0,0,0,0,3,0,0,0,0,0,0,14,0,433,27,460,740,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_6.pdf
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,339,B,46,31,120,4,9,0,8,17,7,0,0,0,0,0,0,0,0,2,0,0,0,1,0,245,15,260,395,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_6.pdf
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,339,C01,37,43,114,2,3,0,11,21,6,1,0,0,0,0,0,0,0,1,0,1,0,0,0,240,10,250,394,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_6.pdf
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,340,B,43,71,163,19,2,7,17,0,10,3,0,0,0,0,1,1,0,2,1,0,0,2,0,342,19,361,677,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_6.pdf
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,341,B,8,28,47,10,1,1,1,16,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,134,6,140,167,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_6.pdf
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,342,B,33,100,178,6,14,4,14,24,32,2,3,0,0,0,0,0,0,1,0,1,0,2,0,414,6,420,589,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_6.pdf
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,342,C01,36,87,186,10,16,1,20,18,35,4,0,0,0,0,0,1,0,0,0,0,0,4,0,418,17,435,588,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_6.pdf
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,342,C02,41,136,204,0,10,0,11,0,19,0,0,0,0,0,0,0,0,0,0,0,0,6,0,427,12,439,588,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_6.pdf
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,343,B,38,117,284,7,4,4,4,31,9,1,1,0,0,0,0,0,0,1,0,0,0,4,0,505,10,515,654,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_6.pdf
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,344,B,39,104,217,11,26,5,15,79,43,2,0,0,0,0,0,0,0,0,0,0,0,14,0,555,12,567,709,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_6.pdf
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,345,B,46,75,205,0,4,0,5,3,35,3,0,0,0,0,0,0,0,0,0,0,0,2,0,378,7,385,513,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_6.pdf
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,345,C01,49,57,195,13,6,2,6,2,32,0,1,0,0,0,0,0,0,0,0,0,0,4,0,367,8,375,513,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_6.pdf
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,345,C02,33,81,189,12,4,3,10,3,17,2,0,0,0,0,0,0,0,0,0,0,0,16,0,370,9,379,513,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_6.pdf
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,346,B,49,63,161,7,24,2,9,3,32,0,0,0,0,0,0,0,0,0,0,0,0,12,0,362,9,371,532,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_6.pdf
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,346,C01,55,65,161,3,12,7,8,0,22,0,0,1,0,0,0,0,0,0,0,0,0,14,0,348,7,355,532,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_6.pdf
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,346,C02,49,64,155,6,21,13,5,5,21,4,2,0,0,0,0,2,0,2,0,0,0,14,0,363,13,376,532,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_6.pdf
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,347,B,35,44,188,4,17,11,14,5,25,5,2,0,0,0,0,1,0,1,0,0,0,17,0,369,17,386,589,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_6.pdf
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,347,C01,35,72,169,10,21,7,13,6,39,4,1,1,0,0,0,0,0,0,0,0,0,8,0,386,12,398,589,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_6.pdf
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,347,C02,38,54,190,7,21,4,11,8,23,3,0,0,0,0,0,1,0,0,0,0,0,12,0,372,14,386,588,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_6.pdf
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,25,SAN PABLO DEL MONTE,348,B,114,156,117,2,18,1,5,2,21,1,0,0,0,0,0,0,0,0,0,0,0,1,0,438,18,456,634,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_15.pdf
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,25,SAN PABLO DEL MONTE,348,C01,102,166,111,3,22,3,6,1,22,2,0,0,0,0,0,0,0,0,0,0,0,3,0,441,6,447,634,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_15.pdf
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,25,SAN PABLO DEL MONTE,348,C02,99,169,118,2,18,2,3,2,34,0,2,0,0,0,0,0,0,0,0,0,0,6,3,458,6,464,634,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_15.pdf
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,25,SAN PABLO DEL MONTE,348,C03,106,151,116,2,17,2,1,3,24,4,0,0,0,0,0,0,0,0,0,0,0,1,0,427,7,434,634,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_15.pdf
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,25,SAN PABLO DEL MONTE,348,C04,105,158,117,3,11,2,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,7,0,434,12,446,633,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_15.pdf
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,25,SAN PABLO DEL MONTE,349,B,98,153,122,4,34,20,5,2,24,4,0,0,0,0,0,0,0,0,0,0,0,9,0,475,14,489,645,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Gobernador/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Distrito_15.pdf
